Segment_ID,State,County,Road_Type,Functional_Class,AADT,Truck_Percent,Speed_Limit,Lane_Count,Shoulder_Width_ft,Pavement_Type,Pavement_Age_yrs,Roughness_IRI,Rutting_mm,Faulting_mm,Cracking_Percent,Structural_Capacity,Surface_Distress_Index,Maintenance_History,Last_Maintenance_Year,Climate_Zone,Precipitation_mm,Freezing_Days,PCI,Rehabilitation_Cost_USD,Years_Since_Last_Rehab
442,GA,Orange,State Highway,Principal Arterial,89296,22.3,65,4,3,Asphalt,10,259.46,3.76,8.36,24.33,3.61,42.72,Patch,2008,Tropical,706.2,11,42.86,499975.88,17
443,WA,Harris,Rural,Principal Arterial,51952,23.31,70,5,7,Concrete,40,68.09,8.56,9.67,72.54,2.12,59.15,Reconstruction,2004,Cold,567.32,12,80.91,408377.31,21
444,GA,Cook,Rural,Local,6463,22.2,55,2,5,Asphalt,2,270.28,13.17,4.39,6.83,3.28,73.41,Reconstruction,2015,Tropical,1902.54,8,8.86,156667.04,10
445,FL,Cook,Rural,Minor Arterial,71448,5.7,70,3,10,Concrete,28,114.17,5.28,3.93,95.51,4.09,51.49,Patch,2020,Continental,351.51,58,38.65,659906.11,5
446,TX,King,Interstate,Minor Arterial,5648,20.75,65,3,2,Asphalt,17,198.25,0.24,8.47,19.3,4.71,81.4,Resurface,2008,Cold,581.01,116,8.57,898212.63,17
447,TX,Bexar,Interstate,Collector,34623,13.23,45,3,9,Composite,19,284,10.38,4.27,88.27,2.04,72.22,None,2013,Cold,345.3,44,13.93,649646.32,12
448,IL,Bexar,Urban,Collector,60156,22.47,35,1,6,Composite,46,219.53,12.12,5.52,80.95,2.34,61.51,Resurface,1998,Tropical,1964.69,101,0.46,115587.04,27
449,OH,Cuyahoga,Rural,Local,36634,17.76,65,4,2,Composite,13,153.61,19.26,2.31,96.79,2.86,15.08,Reconstruction,2012,Temperate,1853.14,69,0.95,403305.97,13
450,IL,Harris,Interstate,Local,45602,21.67,45,2,5,Composite,33,222.38,11.79,7.44,47.79,4.71,83.59,None,1993,Tropical,1489.94,106,38.03,362978.55,32
451,IL,Bexar,Urban,Local,50334,14.99,70,1,2,Composite,48,135.99,9.42,5.32,72.74,4.61,93.59,Resurface,1999,Cold,966.75,114,80.92,66259.82,26
452,IL,Fulton,Rural,Principal Arterial,69648,15.7,70,4,7,Concrete,30,119.31,11.47,8.09,37.07,1.36,13.7,Patch,1998,Cold,542.32,42,58.7,599330.83,27
453,IL,Bexar,State Highway,Local,23054,7.89,65,4,3,Composite,39,299.17,18.56,7.81,18.44,1.53,48.82,Reconstruction,2008,Temperate,598.68,73,63.49,866234.9,17
454,IL,Cook,Urban,Local,71028,20.68,55,2,6,Composite,41,237.7,16.57,2.15,44.31,2.98,25.89,None,2004,Arid,997.47,22,51.92,583831.14,21
455,NY,King,Interstate,Collector,23207,13.39,70,2,8,Composite,17,211.18,6.46,7.16,16.57,1.43,75.45,None,2023,Temperate,1582.8,78,81.98,312826.72,2
456,TX,Fulton,Interstate,Local,81650,15,55,2,3,Composite,29,138.82,4.75,8,98.2,2.38,72.16,None,2008,Arid,676.51,44,88.04,200111.97,17
457,IL,Cuyahoga,Urban,Principal Arterial,82554,20.7,55,1,7,Asphalt,24,62.29,5.25,3.46,9.62,1.59,14.09,None,2010,Cold,759.43,22,84.97,254340.6,15
458,GA,Harris,Urban,Principal Arterial,22386,16.98,55,5,7,Composite,18,57.76,10.09,1.73,58.92,3.54,87.7,Reconstruction,2023,Continental,1279.9,103,81.21,1180249.41,2
459,TX,Cuyahoga,Interstate,Collector,84276,9.02,25,2,6,Composite,7,188.55,14.88,0.03,62.65,4.8,18.1,Reconstruction,2006,Continental,627.91,100,18.27,529851.94,19
460,TX,Cook,State Highway,Local,60518,16.8,45,5,6,Concrete,27,240.51,10.06,4.51,53.81,4.99,79.73,Patch,2007,Tropical,1251.59,33,59.39,518398.41,18
461,CA,Fulton,Rural,Local,53781,13.15,45,1,4,Asphalt,7,184.34,1.36,3.52,66.22,2.5,45.7,Patch,2006,Temperate,896.84,15,58.22,151208.05,19
462,NY,Fulton,State Highway,Principal Arterial,53780,14.39,70,5,11,Concrete,30,260.2,14.47,5.55,11.62,3.4,32.83,Patch,1991,Temperate,261.86,62,52.79,1476943.05,34
463,IL,Fulton,Urban,Local,62440,5.57,70,3,11,Composite,2,58.36,16.12,1.88,55.5,4.43,15.82,Resurface,1990,Continental,924.86,108,48.08,268531.74,35
464,WA,Cook,State Highway,Local,45199,9.2,55,5,3,Concrete,2,141.69,5.79,8.6,28.72,1.47,16.76,Patch,1999,Arid,1855.15,50,8.92,1089313.52,26
465,FL,Cook,Interstate,Local,62035,10.62,25,2,8,Concrete,43,109.27,13.28,2.58,94.02,3.76,66.19,Reconstruction,1994,Temperate,727.6,104,10.22,218592.23,31
466,OH,Cuyahoga,Urban,Minor Arterial,9210,19.26,55,1,2,Composite,21,161.82,8.53,2.26,76.21,2.64,55.04,Resurface,2001,Arid,781.1,110,90.23,175039.75,24
467,GA,Orange,Rural,Collector,45363,5.23,25,2,7,Asphalt,16,68.09,17.78,4.81,97.25,1.82,12.21,Reconstruction,2020,Arid,318.69,31,63.02,500254.82,5
468,WA,Cuyahoga,Interstate,Minor Arterial,79279,13.18,55,3,7,Asphalt,35,288.53,16.9,4.99,3.76,2.61,11.27,Resurface,1998,Arid,1307.09,37,26.23,516439.54,27
469,NY,Harris,Interstate,Collector,61348,23.48,35,2,4,Concrete,16,105.81,10.51,2.15,28.51,1.3,7.23,Patch,2015,Arid,1728.64,103,27.93,502740.85,10
470,FL,King,Rural,Principal Arterial,56284,7.24,35,2,3,Composite,13,280.58,13.83,2.72,19.54,3.78,74.38,Patch,2004,Tropical,835.26,55,61.02,313167.45,21
471,NY,Fulton,Rural,Local,73124,15.33,65,2,3,Concrete,8,156.47,17.67,1.7,1.12,2.01,71.19,Patch,2005,Tropical,632.44,109,40.69,599676.46,20
472,GA,Orange,State Highway,Collector,69847,20.73,55,4,10,Concrete,29,296.38,9.91,7.18,24.23,2.25,5.84,Resurface,2002,Continental,1921.9,68,44.13,635828.23,23
473,TX,King,Urban,Minor Arterial,23432,23.85,70,3,6,Concrete,20,188.51,6.27,7.7,67.88,1.48,56.03,Reconstruction,2014,Tropical,1541.13,16,6.06,262034.61,11
474,FL,Orange,Rural,Local,65089,19.94,45,2,8,Composite,11,282.71,15.07,4.62,23.11,4.46,8.47,None,2019,Temperate,1220.89,85,13.87,300934.76,6
475,TX,Bexar,Rural,Principal Arterial,56398,19.41,65,2,6,Composite,36,51.34,4.4,7.14,50.9,2.97,90.37,Reconstruction,1996,Tropical,749.96,38,39.34,471296.59,29
476,GA,Bexar,Urban,Collector,4321,21.53,70,2,8,Asphalt,31,237.06,7.77,7.36,88.78,3.29,90.71,Patch,1993,Temperate,597.44,40,69.97,523968.88,32
477,WA,Duval,Rural,Collector,82348,13.92,35,1,5,Composite,10,275.76,17.31,1.38,69.38,3.28,69.82,Resurface,2019,Temperate,1488.34,47,4.8,165025.82,6
478,GA,Bexar,Rural,Collector,38383,21.12,55,4,9,Concrete,19,84.93,14.49,9.66,39.46,2.64,92.62,Resurface,1999,Arid,1139.22,81,33.46,794476.84,26
479,WA,Cuyahoga,State Highway,Local,79682,5.16,65,1,11,Concrete,34,74.03,8.08,8.21,37.25,1.77,81.15,Patch,2019,Continental,1137.08,27,69.51,261222.52,6
480,FL,Bexar,Interstate,Minor Arterial,80190,23.49,55,4,11,Asphalt,46,156.14,4.29,2.04,45.57,3.98,82.85,Resurface,1996,Arid,332.68,76,79.21,1013546.18,29
481,FL,Cook,Interstate,Minor Arterial,53893,13.87,35,2,8,Composite,45,283.42,7.12,1.86,17.7,1.51,56.97,Patch,2024,Arid,1121.95,49,19.02,428861.95,1
482,IL,Fulton,Interstate,Collector,36820,16.07,65,3,11,Concrete,10,185.6,5.68,1.26,63.4,1.42,30.61,Reconstruction,2013,Tropical,1680.94,105,73.15,761270.33,12
483,NY,Cuyahoga,Interstate,Principal Arterial,67262,10.1,35,5,6,Asphalt,7,181.86,3.52,1.38,36.42,3.84,21.78,Resurface,2009,Tropical,1904.24,0,95.54,969888.45,16
484,IL,King,Rural,Principal Arterial,4760,19.85,25,5,7,Asphalt,3,85.28,14.87,7.48,85.24,1.84,32.72,None,2021,Temperate,392.03,116,90.68,255810.21,4
485,NY,Duval,Urban,Minor Arterial,23190,6.53,35,2,6,Concrete,26,50.2,5.04,4.7,75.66,2.23,62.85,Resurface,2015,Tropical,1336.1,49,78.94,120633.39,10
486,IL,Duval,Urban,Principal Arterial,68411,22.45,55,1,8,Concrete,43,252.54,9.08,7.83,61.05,2.9,17.27,Patch,2015,Tropical,1223.03,18,71.23,294952.1,10
487,TX,Duval,State Highway,Minor Arterial,24377,21.56,45,3,3,Composite,39,71.89,7.72,7.46,36.42,2.8,25.86,None,2024,Cold,1802.56,97,23.51,258744.03,1
488,FL,King,State Highway,Collector,47737,9.32,35,4,6,Asphalt,37,208.46,19.64,6.05,20.99,3.83,46.81,Patch,2024,Temperate,1552.24,58,63.39,604516.41,1
489,WA,King,Rural,Minor Arterial,70569,21.19,70,2,11,Concrete,46,278.65,7.82,6.86,77.62,3.49,23.31,Resurface,2001,Temperate,1937.47,67,64.33,566905.64,24
490,NY,King,Urban,Minor Arterial,39211,20.73,45,3,4,Asphalt,29,102.16,1.6,0.18,48.64,3.58,58.86,None,2022,Cold,1928.06,106,40.68,296279.61,3
491,GA,King,Urban,Collector,83909,17.64,25,3,10,Composite,43,216.32,1.8,3.12,22.48,3.86,92.32,None,2003,Temperate,606.23,66,49.3,782843.51,22
492,NY,Duval,Interstate,Principal Arterial,4744,12.47,65,4,7,Concrete,47,69.67,11.82,6.38,19.52,2.17,74.81,Resurface,2022,Continental,1505.63,40,69.4,1018267.57,3
493,WA,Duval,Rural,Minor Arterial,25995,10.43,65,3,11,Composite,47,200.94,11.99,0.09,16.54,2.29,66.64,None,2013,Continental,1154.94,9,95.21,889747.24,12
494,IL,Orange,Rural,Minor Arterial,17977,9.64,45,1,4,Asphalt,26,90.98,8.38,0.33,77.72,2.75,58.27,Reconstruction,2004,Cold,586.28,27,29.53,120420.46,21
495,NY,Cuyahoga,Interstate,Collector,35542,11.37,65,1,8,Composite,20,233.99,8.64,8.52,22.9,2.23,48.79,None,2020,Tropical,550.76,33,24.64,128831.34,5
496,OH,Fulton,Rural,Principal Arterial,11651,23.07,35,1,5,Composite,19,125.31,1.08,6.84,52.66,4.94,18.66,None,2006,Continental,345.95,38,60.18,275719.5,19
497,TX,Bexar,Rural,Minor Arterial,79931,6.55,45,3,4,Asphalt,3,165.85,10.33,2.65,45.15,4.26,89.47,Reconstruction,2001,Cold,1631.98,110,13.08,325559.29,24
498,FL,Bexar,State Highway,Collector,17715,21.58,55,1,9,Composite,10,199.86,10.09,6.88,57.96,1.66,24.85,Patch,2011,Continental,784.11,82,58.25,186975.24,14
499,WA,Cook,Urban,Minor Arterial,45409,11.98,35,4,5,Asphalt,12,92.82,2.99,7.92,87.72,1.02,9.13,Patch,2012,Arid,1742.54,105,8.89,907344.96,13
500,FL,Duval,Rural,Local,25306,15.43,35,3,2,Concrete,8,235.41,2.08,3.07,86.77,1.17,75,Reconstruction,2015,Cold,1294.97,55,49.06,353913.18,10
501,OH,Cook,State Highway,Collector,20086,20.89,35,5,7,Asphalt,3,125.66,2.47,0.36,45.11,1.98,17.56,None,2003,Temperate,1412.54,51,62.04,1423016.18,22
502,NY,Cuyahoga,Urban,Principal Arterial,15376,22.69,55,3,11,Asphalt,11,215.59,2.02,9.33,1.54,1.46,37.19,Resurface,2001,Continental,725.01,109,7.01,649273.16,24
503,NY,Cuyahoga,Interstate,Principal Arterial,62350,11.9,25,4,2,Concrete,8,89.57,12.19,3.45,42.64,3.13,2.83,Reconstruction,1993,Temperate,1023.13,99,20.7,247139.31,32
504,GA,Cook,State Highway,Principal Arterial,72425,14.24,70,5,6,Asphalt,12,222.03,3.93,1.06,60.62,4.43,13.71,Resurface,2002,Cold,942.17,106,33.54,419671.91,23
505,OH,Duval,State Highway,Principal Arterial,37636,13.29,65,3,8,Concrete,47,82.05,5.03,4.92,55.78,3.95,17.32,Patch,2007,Continental,624.24,2,36.86,293086.18,18
506,WA,Cook,Urban,Minor Arterial,87120,5.27,45,1,7,Concrete,25,156.34,3.47,7.68,65.13,1.86,5.44,Reconstruction,2017,Temperate,1698.52,22,67.61,111239.34,8
507,GA,Bexar,Interstate,Minor Arterial,52649,10.92,25,2,3,Asphalt,37,111.8,19.16,2.22,15.41,2.6,65.67,Resurface,2008,Tropical,1319.75,16,52.9,465338.69,17
508,TX,Orange,State Highway,Principal Arterial,35610,14.18,45,2,5,Composite,41,237.09,17.09,2.69,64.65,3.03,83.7,None,1992,Tropical,267.38,70,38.21,144467.62,33
509,GA,Bexar,Rural,Principal Arterial,11058,13.22,65,1,3,Composite,12,115.51,4.61,2.43,18.27,4.24,37.33,Reconstruction,2008,Arid,1675.85,25,45.07,137648.67,17
510,CA,Harris,Rural,Principal Arterial,75637,19.44,55,2,2,Concrete,38,270.43,6.55,9.92,75.05,4.36,87.46,Resurface,2009,Cold,390.87,106,1.3,555691.66,16
511,WA,Duval,Rural,Minor Arterial,79033,12.7,35,2,4,Composite,27,272.96,4.2,1.97,33.91,4.64,21.33,Reconstruction,2014,Temperate,926.65,17,77.05,378333.84,11
512,CA,Duval,Interstate,Principal Arterial,71194,14.79,35,1,4,Composite,18,99.11,9.84,5.76,70.99,3.04,32.54,Reconstruction,2000,Arid,1228.26,109,4.1,116374.14,25
513,OH,Fulton,State Highway,Principal Arterial,77917,13.59,55,1,8,Asphalt,23,203.46,0.39,9.25,4.79,3.78,15.07,Patch,2006,Cold,213.77,45,82.93,289264.07,19
514,IL,King,Rural,Local,65200,19.81,25,3,2,Concrete,18,71.93,13.43,1.47,40.79,1.45,62.06,Patch,2024,Tropical,1375.23,69,54.1,333236.92,1
515,CA,Harris,Interstate,Local,47619,22.26,25,3,10,Concrete,48,147.88,10.46,9.71,70.5,3.26,41.99,None,2003,Temperate,1387.47,30,52.78,828824.72,22
516,TX,Cuyahoga,Rural,Principal Arterial,18154,15.64,45,1,7,Asphalt,12,228.33,17.97,9.47,22.69,1.99,61.33,Patch,2008,Continental,1374.55,92,70.46,231442.42,17
517,GA,Duval,Urban,Collector,20539,20.79,55,4,5,Composite,12,214.86,3.29,8.85,79.53,2.73,76.17,Patch,1992,Tropical,494.24,8,85.96,940521.04,33
518,IL,Cook,State Highway,Principal Arterial,61058,10.94,25,2,4,Concrete,27,206.18,16.08,2.15,63.08,3.54,54.57,Patch,2023,Continental,660.32,117,94.26,482469.66,2
519,GA,Harris,State Highway,Local,63068,15.83,55,3,4,Composite,1,120.64,15.84,6.34,58.76,2.03,62.76,Resurface,2011,Continental,645.28,34,54.34,529926.98,14
520,CA,Fulton,Interstate,Collector,78313,11.9,65,2,3,Concrete,9,144.51,2.54,7.61,35.35,1.21,93.53,Reconstruction,2016,Temperate,1928.12,80,15.07,507289.36,9
521,GA,Cuyahoga,Interstate,Collector,31373,13.28,35,5,3,Concrete,21,75.74,7.97,9.86,48.25,1.04,29.91,Patch,2010,Temperate,321.55,59,87.86,1295241.37,15
522,OH,King,State Highway,Principal Arterial,34154,19.65,35,1,11,Concrete,12,229.76,3.4,1.8,59.73,1.09,35.92,Resurface,2020,Continental,971.77,75,4.07,140121.68,5
523,IL,King,Rural,Local,7031,22.63,35,4,6,Concrete,8,175.97,5.09,7.66,47.25,1.03,71.77,Reconstruction,2016,Arid,1768.26,62,80.73,600344.52,9
524,OH,Fulton,Rural,Local,72975,7.43,55,5,10,Composite,32,227.19,5.26,3.39,69.83,1.44,61.13,Patch,1991,Continental,1585.04,99,68.04,1360945.9,34
525,CA,Fulton,Urban,Collector,23785,17.69,55,5,3,Composite,13,112.24,11.12,1.76,43.37,1.96,17.85,Patch,1998,Continental,1680.4,51,90.47,905911.58,27
526,OH,Cook,Rural,Principal Arterial,79928,16.64,45,5,3,Composite,47,131.11,8.23,4.21,20.23,1.88,37.61,Reconstruction,2008,Temperate,1950.13,47,89.75,1333679.37,17
527,TX,Duval,Interstate,Minor Arterial,29669,7.37,35,1,7,Composite,19,133.55,18.95,7.94,21.39,4.95,46.78,Resurface,1999,Cold,897.07,60,5.32,206692.37,26
528,CA,King,Interstate,Minor Arterial,3282,9.24,45,3,11,Asphalt,14,56.44,2.53,4.65,0.58,2.22,41.94,Resurface,1996,Tropical,757.38,23,60.94,595175.82,29
529,CA,Cuyahoga,Rural,Local,35624,11.22,35,1,3,Concrete,31,135.26,19.47,5.38,30.1,1.51,17.83,None,1993,Temperate,255.19,73,12.47,57745.24,32
530,CA,Harris,Interstate,Minor Arterial,49438,8.34,45,3,5,Concrete,32,250.83,4.61,9.95,74.89,3.18,92.44,Reconstruction,2004,Arid,470.03,57,7.85,358420.8,21
531,WA,Cuyahoga,State Highway,Local,68534,9.87,45,5,7,Concrete,16,274.32,15.46,3.99,79.42,4.43,76.23,None,2001,Tropical,1211.63,63,44.83,877572.06,24
532,GA,Orange,State Highway,Local,32705,10.35,65,5,6,Asphalt,23,179.55,6.78,6.15,20.25,3.71,48.14,Resurface,1995,Temperate,483.79,29,9.76,984146.47,30
533,WA,Orange,Rural,Local,39244,11.71,45,4,2,Composite,29,163.88,2.86,3.65,95.9,2.18,68.01,Patch,1998,Temperate,1525.35,28,72.79,830434.53,27
534,WA,Fulton,State Highway,Minor Arterial,75964,19.99,55,3,7,Concrete,12,57.71,17.16,3.93,50.24,3.25,89.73,None,2024,Cold,267.02,102,96.89,687167.12,1
535,TX,Cook,State Highway,Local,38437,16.44,45,5,2,Composite,46,269.8,6.18,6.96,91.7,3.86,13.62,Resurface,1997,Arid,667.08,9,56.96,1070291.79,28
536,IL,Orange,Urban,Collector,78872,24.72,35,2,4,Composite,47,53.25,13.18,9.38,70.68,3.91,25.04,Resurface,1996,Arid,1451.82,38,23.52,524288.35,29
537,GA,King,Urban,Principal Arterial,75878,13.29,45,4,11,Asphalt,15,286.19,11.33,5.42,72.24,3.67,54.27,Patch,1993,Temperate,659.91,54,84.32,495470.34,32
538,OH,Cuyahoga,State Highway,Principal Arterial,73982,20.08,25,1,6,Asphalt,1,172.3,9.44,7.68,8.5,4.48,79.9,Reconstruction,2002,Cold,1511.77,27,85.31,210392.5,23
539,NY,Cuyahoga,Rural,Local,51583,22.43,70,4,11,Composite,16,135.48,9.92,0.89,22,4.48,3.63,Resurface,2008,Temperate,1992.55,17,73.28,251159.51,17
540,CA,Fulton,Urban,Principal Arterial,39392,18.58,35,2,6,Concrete,31,281.05,14.64,2.11,0.88,3.32,98.4,None,1996,Continental,1634.75,40,61.51,340095.04,29
541,OH,Duval,Interstate,Minor Arterial,8461,13.24,25,3,11,Concrete,42,56.1,1.76,5.02,71.61,2.72,45.49,Patch,1999,Continental,815.3,117,86.78,351024.72,26
542,CA,Duval,Interstate,Minor Arterial,11516,20.07,35,1,7,Asphalt,7,195.36,13.36,0.2,34.44,3.57,35.92,Reconstruction,2014,Cold,1821.07,113,16.33,145221.79,11
543,TX,Harris,Interstate,Principal Arterial,80285,9.07,55,1,11,Asphalt,2,187.23,17.92,2.53,78.67,4.27,29.27,Reconstruction,2024,Temperate,292.12,80,93.16,138665.69,1
544,CA,Fulton,Rural,Minor Arterial,18514,11.55,70,3,9,Asphalt,11,104.83,1.16,5.17,33.89,1.02,17.44,Reconstruction,2014,Cold,1505.01,74,94.72,195323.01,11
545,WA,Bexar,State Highway,Principal Arterial,37268,15.93,70,4,6,Asphalt,19,157.22,2.81,0.15,81.93,4.97,79.16,Resurface,2018,Temperate,241.98,64,87.2,666645.8,7
546,GA,Harris,Interstate,Principal Arterial,37788,16.51,55,5,2,Asphalt,15,213.07,14.33,2.65,13.07,1.73,95.54,Reconstruction,2001,Temperate,514.2,80,25.07,1493286.61,24
547,NY,Bexar,Rural,Principal Arterial,76749,5.44,70,4,6,Asphalt,13,231.78,8.75,5.14,17.34,2.88,41.36,Resurface,2001,Continental,1977.65,99,85.82,498936.06,24
548,FL,Duval,Urban,Local,62049,23.9,55,2,4,Asphalt,15,50.18,8.07,5.73,34.09,4.49,95.24,Patch,1995,Tropical,849.59,99,49.76,468072.99,30
549,CA,Fulton,State Highway,Principal Arterial,63493,18.93,25,5,5,Concrete,48,284.21,2.74,9.26,40.85,1.9,82.38,Patch,1999,Arid,1676.9,45,59.49,934735.42,26
550,OH,Bexar,Urban,Local,37027,14.91,65,4,9,Asphalt,42,91.13,10.14,6.45,34.87,2.91,48.11,Reconstruction,1991,Arid,876.96,59,84.06,525225.3,34
551,WA,Fulton,Rural,Principal Arterial,43849,23.66,35,3,8,Asphalt,48,108.4,2.53,4.15,76.36,1.53,67.4,Patch,2014,Cold,1712.05,8,2.96,217205.3,11
552,FL,Fulton,Interstate,Principal Arterial,18858,13.78,55,2,6,Concrete,32,115.87,9.53,9.3,9.7,2.58,43.5,None,1996,Arid,1937.79,44,36.29,207928.95,29
553,NY,Duval,Interstate,Principal Arterial,85162,24.61,35,2,3,Concrete,29,59.46,15.27,7.85,35.12,1.71,55.87,None,2012,Continental,983.97,59,81.57,490926.77,13
554,FL,Harris,Rural,Minor Arterial,80003,15.25,25,2,7,Composite,11,80.76,5.17,2,83.72,2.45,5.8,Resurface,2000,Tropical,1206.83,27,81.4,239510.09,25
555,WA,Harris,Interstate,Local,53395,7.29,65,5,7,Asphalt,14,296.59,9.62,1.31,6.68,2.49,69.63,Reconstruction,2012,Temperate,1331.55,111,84.87,430378.1,13
556,GA,Fulton,State Highway,Local,40758,20.3,25,1,11,Asphalt,17,128.8,19.84,6.76,94.23,4.97,5.28,Resurface,1996,Temperate,1882.7,96,16.92,132824.59,29
557,GA,Orange,Rural,Principal Arterial,55312,18.58,70,5,11,Asphalt,27,78.83,13.73,5.6,98.63,4.98,81.71,Patch,2016,Continental,662.14,2,70.59,980053.69,9
558,IL,Cook,Urban,Principal Arterial,69670,20.46,35,4,7,Asphalt,22,76.75,16.83,7.9,8.86,1.46,82.49,Reconstruction,2002,Arid,1300.25,50,14.65,903463.16,23
559,GA,Duval,Rural,Minor Arterial,83279,24.03,65,1,10,Composite,13,229.86,8.3,7.39,29.13,3.9,23.71,Resurface,2006,Temperate,784.5,7,78.51,146841.21,19
560,IL,Cook,State Highway,Minor Arterial,16434,20.53,70,4,9,Concrete,29,263.64,15.36,6.25,37.24,1.21,32.37,Reconstruction,2021,Arid,590.48,113,24.51,698147.16,4
561,FL,Cook,State Highway,Minor Arterial,65047,17.23,65,1,9,Concrete,32,114.24,0.81,9.86,77.64,1.12,48.13,Reconstruction,2015,Continental,352.86,69,73.78,163729.17,10
562,TX,Harris,Rural,Local,48775,22.15,70,5,2,Asphalt,44,55.23,2.46,5.34,59.59,1.42,59.67,Resurface,2011,Temperate,1317.28,58,45.5,261254.19,14
563,OH,Harris,Rural,Local,76769,18.46,25,2,6,Asphalt,14,105.77,4.06,1.13,64.44,4.86,28.74,Reconstruction,2002,Cold,1787.75,115,98.63,297800.24,23
564,OH,Orange,Interstate,Local,67677,13.16,55,3,8,Asphalt,6,64.13,8.04,8.28,75.75,4.76,59.25,Patch,2001,Tropical,832.51,60,57.99,590489.86,24
565,FL,Cook,State Highway,Principal Arterial,84555,22.71,35,2,7,Composite,14,75.85,16.91,2.52,11.8,1.78,29.78,None,1996,Arid,1194.8,57,63.26,384972.36,29
566,CA,Cook,Rural,Local,86920,9.44,45,5,6,Composite,41,157.88,6.93,7.77,83.32,1.65,5.55,None,1990,Arid,1355.84,69,36.82,1187209.45,35
567,CA,Fulton,Rural,Collector,46734,19.29,45,1,9,Concrete,45,107.48,13.09,9.57,70.56,1.96,0.25,Reconstruction,2022,Arid,946.37,92,73.45,217593.98,3
568,GA,Harris,State Highway,Collector,89503,22.63,25,2,4,Asphalt,37,178.99,14.19,6.97,57.73,3.06,10.12,None,2003,Arid,1826.03,100,49.49,238403.4,22
569,OH,Cook,Rural,Minor Arterial,41603,19.63,35,5,7,Asphalt,45,113.37,11.72,5.96,88.97,3.28,79.23,Reconstruction,2006,Continental,852.96,11,1.81,569554.59,19
570,OH,Cuyahoga,Interstate,Local,77708,18.95,35,4,6,Asphalt,43,285.13,7.14,4.6,70.03,1.89,96.14,Resurface,1993,Continental,425.02,8,60.86,664141.8,32
571,IL,Orange,State Highway,Collector,82926,20.05,25,3,9,Asphalt,10,276.49,11.54,3.64,20.17,4.03,42.7,Patch,1990,Continental,459.24,104,83.05,699727.25,35
572,TX,Bexar,Interstate,Minor Arterial,69803,14.3,35,2,5,Composite,28,191.7,6.85,3.53,42.97,2.24,51.27,None,2013,Continental,1803.54,48,23.68,146913.65,12
573,WA,Cuyahoga,Interstate,Local,40332,22.48,55,1,9,Concrete,30,138.61,1.68,6.36,49.4,4.69,14.68,Resurface,2023,Temperate,1978.41,82,22.11,287081.65,2
574,CA,Cuyahoga,Interstate,Principal Arterial,22312,9.07,25,4,11,Concrete,24,145.29,19.86,7.51,5.52,3.63,55.1,Patch,2023,Continental,720.09,16,60.89,743153.12,2
575,OH,Bexar,Interstate,Collector,85526,7.55,55,5,3,Composite,23,152.96,2.54,6.79,95.46,2.75,14.47,None,2013,Temperate,458.48,53,81.8,633010.49,12
576,IL,Duval,State Highway,Principal Arterial,45179,10.71,35,3,10,Asphalt,18,231.89,1.45,1.98,12.86,4.16,61.12,None,2004,Cold,1067.98,111,24.96,670043.42,21
577,NY,Duval,Interstate,Local,72442,15.63,25,1,10,Concrete,1,162.91,17.57,4.94,69.75,4.27,93.33,Patch,2006,Continental,1477.15,43,93.23,61181.45,19
578,IL,Orange,Interstate,Collector,41379,15.21,35,5,11,Concrete,21,264.18,6.04,7.92,50.62,2.16,19.57,Resurface,2002,Cold,1302.33,31,92.74,855496.14,23
579,CA,Cuyahoga,Rural,Local,18297,21.41,25,5,11,Composite,19,286.02,13.01,4.76,2.56,2.36,76.46,Resurface,1996,Continental,1911.99,34,20.05,857462.06,29
580,CA,Cook,State Highway,Principal Arterial,3011,13.09,35,2,7,Asphalt,32,133.99,6.58,5.37,92.47,4.74,2.35,None,1998,Cold,1672,77,26.38,180987.64,27
581,IL,Harris,State Highway,Collector,45014,14.69,55,2,5,Concrete,7,190.17,7.83,7.71,85.18,1.66,37.55,Patch,2024,Tropical,1764.15,48,70.06,518693.91,1
582,WA,Orange,Urban,Principal Arterial,12738,5.27,55,1,5,Asphalt,24,73.76,5.24,6.61,52.43,1.17,11.07,Resurface,2012,Cold,1175,53,95.17,249203.03,13
583,FL,Fulton,State Highway,Local,48498,13.19,35,5,7,Concrete,45,100.12,6.86,4.09,22.89,2.82,35.25,Patch,2012,Temperate,789.1,15,70.99,440915.49,13
584,CA,Bexar,State Highway,Local,12120,17.96,25,2,6,Composite,8,153.37,8.21,8.95,12.16,4.2,17.35,Patch,2015,Arid,1463.12,84,44.49,281913.65,10
585,IL,Cuyahoga,Urban,Principal Arterial,9767,5.31,45,3,7,Asphalt,33,101.55,14.41,1.63,36.34,4.09,37.33,None,1990,Cold,990.3,11,16.9,225322.17,35
586,OH,Orange,State Highway,Collector,23852,10.62,55,3,8,Composite,22,269.14,10.23,9.96,25.54,4.68,41.75,Patch,2003,Arid,717.96,87,46.1,786456.57,22
587,IL,King,State Highway,Principal Arterial,80239,9.16,55,5,8,Concrete,4,89.57,18.87,1.19,50.67,3.13,30.06,Patch,2021,Tropical,474.09,97,60.68,654150.13,4
588,TX,King,State Highway,Local,1929,5.84,70,2,10,Composite,24,163.92,0.84,0.15,96.64,1.4,65.66,Reconstruction,1999,Tropical,1150.17,7,33.1,319658.15,26
